msoa_id,ring_id,order,x,y,Eligible,Borough
E02000986,E02000986_0,40,371201.2999999998,412919.5800000001,0,Bolton
E02000986,E02000986_0,41,371149.9210000001,412879.33999999985,0,Bolton
E02000986,E02000986_0,42,371114.5920000002,412933.15699999966,0,Bolton
E02000986,E02000986_0,43,371074.7110000001,412899.9179999996,0,Bolton
E02000986,E02000986_0,44,371015.517,412851.73000000045,0,Bolton
E02000986,E02000986_0,45,371071.04200000037,412733.25,0,Bolton
E02000986,E02000986_0,46,371069.99700000044,412699.89020000026,0,Bolton
E02000986,E02000986_0,47,371054.8559999997,412487.4910000004,0,Bolton
E02000986,E02000986_0,48,371044.0,412456.0,0,Bolton
E02000986,E02000986_0,49,371076.1200000001,412423.6970000006,0,Bolton
E02000986,E02000986_0,50,371096.2999999998,412401.2670000009,0,Bolton
E02000986,E02000986_0,51,371170.7589999996,412285.8729999997,0,Bolton
E02000986,E02000986_0,52,371204.98900000006,412232.6070000008,0,Bolton
E02000986,E02000986_0,53,371231.70600000024,412249.01300000027,0,Bolton
E02000986,E02000986_0,54,371311.0,412108.0,0,Bolton
E02000986,E02000986_0,55,371331.0,412084.0,0,Bolton
E02000986,E02000986_0,56,371431.9721999997,412119.86280000024,0,Bolton
E02000986,E02000986_0,57,371430.18599999975,411958.7320000008,0,Bolton
E02000986,E02000986_0,58,371456.95299999975,411961.32799999975,0,Bolton
E02000986,E02000986_0,59,371462.1229999997,411982.5390000008,0,Bolton
E02000986,E02000986_0,60,371486.5080000004,411964.61199999973,0,Bolton
E02000986,E02000986_0,61,371566.99399999995,411939.05700000003,0,Bolton
E02000986,E02000986_0,62,371573.3300000001,411882.9199999999,0,Bolton
E02000986,E02000986_0,63,371528.0,411889.0,0,Bolton
E02000986,E02000986_0,64,371525.9000000004,411866.9149999991,0,Bolton
E02000986,E02000986_0,65,371578.0,411862.00100000016,0,Bolton
E02000986,E02000986_0,66,371575.0,411836.0,0,Bolton
E02000986,E02000986_0,67,371542.0,411840.0,0,Bolton
E02000986,E02000986_0,68,371567.4330000002,411758.0700000003,0,Bolton
E02000986,E02000986_0,69,371678.0,411806.0,0,Bolton
E02000986,E02000986_0,70,371682.2050000001,411860.09899999946,0,Bolton
E02000986,E02000986_0,71,371710.608,411870.89100000076,0,Bolton
E02000986,E02000986_0,72,371789.6160000004,411968.15100000054,0,Bolton
E02000986,E02000986_0,73,371852.0379999997,411900.09300000034,0,Bolton
E02000986,E02000986_0,74,371807.4539999999,411860.9269999992,0,Bolton
E02000986,E02000986_0,75,371890.44600000046,411834.81799999997,0,Bolton
E02000986,E02000986_0,76,372154.5159999998,411881.45299999975,0,Bolton
E02000986,E02000986_0,77,372169.18900000025,411846.75799999945,0,Bolton
E02000986,E02000986_0,78,372192.15500000026,411874.3849999998,0,Bolton
E02000986,E02000986_0,79,372189.09499999974,411938.81200000085,0,Bolton
E02000986,E02000986_0,80,372232.80700000003,412021.30599999987,0,Bolton
E02000986,E02000986_0,81,372446.8119999999,412022.18700000085,0,Bolton
E02000986,E02000986_0,82,372549.8119999999,412189.5,0,Bolton
E02000986,E02000986_0,83,372564.12200000044,412359.61400000006,0,Bolton
E02000986,E02000986_0,84,372565.6869999999,412407.0600000005,0,Bolton
E02000986,E02000986_0,85,372562.6169999996,412459.82499999925,0,Bolton
E02000986,E02000986_0,86,372572.5939999996,412597.7190000005,0,Bolton
E02000986,E02000986_0,87,372545.0650000004,412625.80599999987,0,Bolton
E02000986,E02000986_0,88,372411.5939999996,412698.2809999995,0,Bolton
E02000986,E02000986_0,89,372342.4570000004,412814.4269999992,0,Bolton
E02000986,E02000986_0,90,372295.19400000013,412915.7100000009,0,Bolton
E02000986,E02000986_0,91,372260.9780000001,412925.71800000034,0,Bolton
E02000986,E02000986_0,92,372284.051,413044.48399999924,0,Bolton
E02000986,E02000986_0,93,372402.2539999997,413072.44099999964,0,Bolton
